Snow ratio,Log likelihood,Error std,O18 lapse rate
0.38,-1568319.02,0.49,0.0
0.59,-1568533.27,0.49,0.0
0.26,-1568847.07,0.49,-0.0
0.07,-1569263.22,0.49,-0.0
0.76,-1569363.81,0.49,-0.0
0.93,-1570975.09,0.49,-0.0
0.73,-1573174.2,0.49,-0.0
0.48,-1576395.83,0.49,-0.01
0.56,-1577052.76,0.49,0.0
0.95,-1579253.46,0.49,-0.0
0.74,-1579432.38,0.49,-0.0
0.86,-1579527.72,0.49,-0.0
0.21,-1579593.52,0.49,-0.0
0.5,-1579922.25,0.49,-0.01
0.39,-1580738.99,0.49,0.0
0.86,-1581331.01,0.49,-0.0
0.68,-1582313.13,0.49,-0.0
0.92,-1584055.81,0.49,0.01
0.98,-1584419.33,0.49,0.0
0.57,-1584671.8,0.49,-0.01
0.11,-1585315.93,0.49,-0.0
0.89,-1585382.51,0.49,-0.0
0.48,-1585386.69,0.49,-0.01
0.75,-1585815.2,0.49,-0.0
0.1,-1587163.44,0.49,-0.0
0.82,-1587725.33,0.49,-0.0
0.91,-1588256.29,0.49,0.01
0.83,-1588262.9,0.49,0.01
0.68,-1588743.58,0.49,-0.0
0.87,-1589316.31,0.49,-0.0
0.96,-1590795.46,0.49,-0.0
0.85,-1590818.63,0.49,-0.0
0.29,-1592362.56,0.49,-0.01
1.0,-1593401.23,0.49,0.0
0.03,-1593548.11,0.49,-0.01
0.01,-1593860.61,0.49,-0.01
0.3,-1593966.09,0.49,-0.01
0.07,-1593999.58,0.49,-0.0
0.02,-1595038.57,0.49,-0.01
0.5,-1595631.25,0.49,-0.01
0.21,-1595751.56,0.49,-0.0
0.56,-1596505.29,0.49,0.0
0.05,-1597228.08,0.49,-0.01
0.04,-1597299.61,0.49,-0.01
0.17,-1597710.69,0.49,-0.0
0.01,-1599341.7,0.49,-0.01
0.79,-1600023.83,0.49,0.01
0.6,-1600522.79,0.49,-0.01
0.79,-1600733.45,0.49,-0.0
0.49,-1600984.64,0.49,0.0
0.06,-1601587.66,0.49,-0.0
0.71,-1602826.64,0.49,0.0
0.25,-1603733.93,0.49,-0.0
0.43,-1604115.53,0.49,0.0
0.02,-1605731.61,0.49,-0.01
0.37,-1606291.69,0.49,0.0
0.88,-1606402.75,0.49,-0.0
0.63,-1606442.76,0.49,0.0
0.75,-1606622.47,0.49,0.01
0.34,-1606834.27,0.49,0.0
0.04,-1607189.97,0.49,-0.01
0.11,-1607547.34,0.49,-0.0
0.52,-1607961.25,0.49,0.0
0.04,-1608210.58,0.49,-0.01
0.88,-1609256.22,0.49,-0.0
0.38,-1609556.44,0.49,-0.01
0.1,-1611974.72,0.49,-0.0
0.24,-1612026.6,0.49,-0.0
0.29,-1612069.26,0.49,-0.0
0.41,-1612221.32,0.49,-0.01
0.3,-1614984.84,0.49,0.0
0.68,-1616698.7,0.49,0.0
0.88,-1618051.48,0.49,-0.0
0.31,-1618445.32,0.49,-0.01
0.84,-1619169.25,0.49,-0.0
0.31,-1619186.23,0.49,-0.01
0.89,-1619442.56,0.49,0.01
0.3,-1619666.3,0.49,-0.01
0.54,-1620018.15,0.49,-0.01
0.79,-1622216.3,0.49,0.01
0.01,-1622482.11,0.49,-0.01
0.94,-1622524.58,0.49,-0.0
0.18,-1623377.09,0.49,-0.0
0.28,-1623866.76,0.49,-0.0
0.67,-1623887.03,0.49,-0.0
0.96,-1624828.87,0.49,-0.0
0.48,-1625410.45,0.49,0.0
0.67,-1625489.76,0.49,0.0
0.85,-1626185.51,0.49,0.01
0.6,-1626959.02,0.49,0.0
0.3,-1627048.91,0.49,-0.01
0.0,-1628894.82,0.49,-0.01
0.43,-1628980.12,0.49,0.0
0.51,-1630527.45,0.49,0.0
0.45,-1632792.99,0.49,0.0
0.88,-1632853.8,0.49,0.01
0.0,-1633565.82,0.49,-0.01
0.44,-1634734.34,0.49,0.0
0.01,-1634970.07,0.49,-0.01
0.53,-1635140.47,0.49,0.0
0.77,-1635165.39,0.49,-0.0
0.24,-1637411.0,0.49,-0.0
0.38,-1638386.6,0.49,0.0
0.96,-1638843.85,0.49,0.01
0.68,-1640590.48,0.49,0.0
0.89,-1641170.44,0.49,-0.0
0.82,-1641478.77,0.49,0.01
0.65,-1641947.89,0.49,-0.0
0.69,-1642181.16,0.49,0.0
0.5,-1644605.3,0.49,0.0
0.78,-1645336.3,0.49,0.01
0.32,-1645377.53,0.49,-0.01
0.77,-1646188.61,0.49,0.01
0.89,-1647456.16,0.49,-0.0
0.15,-1647697.27,0.49,-0.0
0.0,-1647710.2,0.49,-0.01
0.45,-1648159.29,0.49,-0.01
0.92,-1650264.16,0.49,-0.0
0.85,-1651747.46,0.49,0.01
0.22,-1653196.9,0.49,-0.0
0.0,-1653483.81,0.49,-0.01
0.0,-1653582.16,0.49,-0.01
0.61,-1653678.43,0.49,-0.01
0.78,-1654035.47,0.49,-0.0
0.66,-1654835.03,0.49,0.0
0.06,-1655576.73,0.49,-0.0
0.33,-1655643.09,0.49,-0.01
0.62,-1656334.09,0.49,0.0
0.29,-1656341.56,0.49,-0.0
0.83,-1656884.75,0.49,-0.0
0.98,-1657467.16,0.49,0.01
0.53,-1658200.35,0.49,0.0
0.09,-1658322.16,0.49,-0.0
0.0,-1659988.62,0.49,-0.01
0.75,-1660697.77,0.49,-0.0
0.15,-1661973.68,0.49,-0.0
0.1,-1662123.71,0.49,-0.0
0.73,-1663569.69,0.49,0.01
0.11,-1663976.96,0.49,-0.0
0.89,-1665063.44,0.49,0.01
0.0,-1665884.35,0.49,-0.01
0.65,-1667176.15,0.49,0.0
0.95,-1668826.22,0.49,0.01
0.0,-1669615.47,0.49,-0.01
0.89,-1669852.99,0.49,0.01
0.06,-1670839.22,0.49,-0.0
0.36,-1670869.48,0.49,0.0
0.41,-1671654.33,0.49,-0.01
0.04,-1671975.83,0.49,-0.01
0.99,-1672421.13,0.49,0.0
0.73,-1673435.41,0.49,0.01
0.8,-1673582.07,0.49,-0.0
0.06,-1673718.29,0.49,-0.0
0.01,-1673771.74,0.49,-0.01
0.38,-1674969.22,0.49,0.0
0.93,-1675701.56,0.49,0.01
0.23,-1676464.54,0.49,-0.0
0.05,-1676644.94,0.49,-0.0
0.44,-1676738.17,0.49,0.0
0.8,-1678146.59,0.49,-0.0
0.94,-1678283.63,0.49,-0.0
0.05,-1680555.17,0.49,-0.0
0.37,-1681483.5,0.49,0.0
0.81,-1681875.47,0.49,-0.0
0.03,-1682095.93,0.49,-0.01
0.48,-1682164.81,0.49,-0.01
0.72,-1682230.39,0.49,-0.0
0.32,-1683020.73,0.49,-0.01
0.91,-1683184.05,0.49,-0.0
0.37,-1683689.73,0.49,-0.01
0.82,-1684279.62,0.49,-0.0
0.08,-1685535.89,0.49,-0.0
0.28,-1686371.96,0.49,-0.0
0.35,-1686742.35,0.49,-0.01
0.1,-1687391.47,0.49,-0.0
0.61,-1688704.17,0.49,0.0
0.8,-1690564.39,0.49,-0.0
0.01,-1690677.08,0.49,-0.01
0.68,-1691332.54,0.49,0.0
0.52,-1693831.45,0.49,0.0
0.23,-1695415.71,0.49,-0.0
0.4,-1696267.16,0.49,-0.01
0.54,-1696570.06,0.49,-0.01
0.97,-1697062.39,0.49,-0.0
0.25,-1697751.93,0.49,-0.0
0.41,-1697932.27,0.49,0.0
0.24,-1698882.84,0.49,-0.0
0.79,-1699941.64,0.49,0.01
0.45,-1700593.85,0.49,-0.01
0.65,-1701359.94,0.49,-0.0
0.61,-1701912.93,0.49,-0.01
0.04,-1702329.29,0.49,-0.0
0.32,-1702563.93,0.49,0.0
0.47,-1702651.62,0.49,-0.01
0.64,-1702841.11,0.49,0.0
0.72,-1703132.14,0.49,-0.0
0.37,-1703803.32,0.49,-0.01
0.88,-1704216.2,0.49,0.01
0.43,-1704609.4,0.49,0.0
0.6,-1706003.84,0.49,-0.01
0.66,-1707403.92,0.49,-0.0
0.03,-1707563.64,0.49,-0.01
0.35,-1707851.83,0.49,0.0
0.93,-1708556.0,0.49,0.01
0.39,-1709066.44,0.49,-0.01
0.01,-1709399.49,0.49,-0.01
0.5,-1709770.95,0.49,-0.01
0.77,-1709868.07,0.49,0.01
0.93,-1709892.29,0.49,-0.0
0.9,-1711178.21,0.49,-0.0
0.67,-1711379.47,0.49,-0.0
0.95,-1711875.37,0.49,0.01
0.39,-1712563.34,0.49,0.0
0.81,-1712695.27,0.49,0.01
0.59,-1714614.58,0.49,-0.01
0.17,-1714626.13,0.49,-0.0
0.91,-1716361.39,0.49,0.01
0.42,-1716841.05,0.49,0.0
0.35,-1716859.39,0.49,0.0
0.42,-1717336.37,0.49,-0.01
0.14,-1718286.67,0.49,-0.0
0.94,-1720570.4,0.49,-0.0
0.1,-1721803.51,0.49,-0.0
0.9,-1721892.75,0.49,0.01
0.91,-1722246.35,0.49,0.01
0.47,-1722678.49,0.49,-0.01
0.34,-1724772.66,0.49,0.0
0.69,-1726604.79,0.49,0.01
0.02,-1728370.02,0.49,-0.01
0.42,-1728692.81,0.49,-0.01
0.37,-1729416.39,0.49,0.0
0.5,-1729902.51,0.49,-0.01
0.03,-1730857.95,0.49,-0.01
0.53,-1731100.27,0.49,-0.01
0.99,-1732958.15,0.49,0.0
0.21,-1733335.7,0.49,-0.0
0.4,-1733745.87,0.49,-0.01
0.89,-1734352.92,0.49,0.01
0.59,-1734372.87,0.49,0.0
0.56,-1734927.25,0.49,-0.01
0.74,-1736170.94,0.49,0.01
0.11,-1736510.62,0.49,-0.0
0.09,-1736979.07,0.49,-0.0
0.34,-1737972.15,0.49,0.0
0.87,-1738206.21,0.49,0.01
0.22,-1739864.89,0.49,-0.0
0.47,-1740675.31,0.49,-0.01
0.89,-1740902.26,0.49,0.01
0.82,-1742953.64,0.49,-0.0
0.01,-1743596.14,0.49,-0.01
0.69,-1743665.8,0.49,-0.0
0.46,-1743958.51,0.49,-0.01
0.75,-1743963.12,0.49,0.01
0.51,-1744733.72,0.49,-0.01
0.38,-1744768.64,0.49,-0.01
0.94,-1745046.25,0.49,-0.0
0.0,-1746715.95,0.49,-0.01
0.8,-1747263.25,0.49,-0.0
0.96,-1747303.5,0.49,-0.0
0.5,-1753402.27,0.49,0.0
0.7,-1754079.21,0.49,0.01
0.64,-1756470.16,0.49,0.0
0.01,-1756569.15,0.49,-0.01
0.97,-1756843.5,0.49,0.01
0.76,-1758026.26,0.49,-0.0
0.59,-1758417.83,0.49,0.0
0.23,-1758621.59,0.49,-0.0
0.95,-1759028.02,0.49,-0.0
0.81,-1760195.46,0.49,0.01
0.0,-1762466.69,0.49,-0.01
0.52,-1762746.51,0.49,-0.01
0.98,-1762808.59,0.49,-0.0
0.99,-1765099.27,0.49,-0.0
0.88,-1765292.09,0.49,-0.0
0.99,-1766036.04,0.49,-0.0
0.53,-1768098.45,0.49,0.0
0.3,-1769032.49,0.49,0.0
0.69,-1769577.22,0.49,0.01
0.53,-1769800.48,0.49,-0.01
0.16,-1769985.54,0.49,-0.0
0.94,-1770135.44,0.49,-0.0
0.19,-1770415.23,0.49,-0.0
0.56,-1770676.18,0.49,0.0
0.81,-1772018.36,0.49,-0.0
0.84,-1772929.66,0.49,-0.0
0.79,-1773226.11,0.49,0.01
0.33,-1773470.22,0.49,0.0
0.84,-1773867.57,0.49,0.01
0.44,-1774593.87,0.49,0.0
0.95,-1774994.77,0.49,-0.0
0.68,-1775156.17,0.49,-0.0
0.31,-1776303.58,0.49,0.0
0.84,-1776599.86,0.49,-0.0
0.83,-1778156.11,0.49,0.01
0.16,-1778328.72,0.49,-0.0
0.92,-1779626.1,0.49,-0.0
0.87,-1780492.6,0.49,0.01
0.55,-1780700.14,0.49,-0.01
0.54,-1782301.64,0.49,-0.01
0.09,-1783040.54,0.49,-0.0
0.68,-1783056.08,0.49,-0.0
0.75,-1784541.69,0.49,0.01
0.34,-1784741.18,0.49,0.0
0.84,-1784783.2,0.49,0.01
0.21,-1785192.09,0.49,-0.0
0.6,-1786296.38,0.49,0.0
0.57,-1786873.74,0.49,-0.01
0.18,-1787728.72,0.49,-0.0
0.66,-1788638.43,0.49,-0.0
0.19,-1790042.46,0.49,-0.0
0.8,-1792622.2,0.49,0.01
0.92,-1793623.97,0.49,-0.0
0.13,-1793883.42,0.49,-0.0
0.32,-1795541.08,0.49,0.0
0.54,-1795648.89,0.49,-0.01
0.93,-1796107.91,0.49,-0.0
0.98,-1796605.73,0.49,0.01
0.46,-1797297.69,0.49,0.0
0.03,-1798226.73,0.49,-0.0
0.06,-1799788.77,0.49,-0.0
0.76,-1800190.63,0.49,0.01
0.01,-1801139.67,0.49,-0.01
0.71,-1803208.78,0.49,0.01
0.84,-1805050.09,0.49,-0.0
0.65,-1805487.86,0.49,0.0
0.46,-1805832.04,0.49,0.0
0.29,-1805959.81,0.49,0.0
0.31,-1806062.35,0.49,0.0
0.14,-1806589.86,0.49,-0.0
0.4,-1807204.74,0.49,-0.01
0.0,-1807260.88,0.49,-0.01
0.92,-1807288.69,0.49,0.01
0.23,-1807491.84,0.49,-0.0
0.41,-1807492.9,0.49,-0.01
0.26,-1808327.18,0.49,-0.0
0.93,-1808482.6,0.49,0.01
0.73,-1809034.22,0.49,-0.0
0.29,-1809361.43,0.49,0.0
0.67,-1811669.8,0.49,-0.0
0.99,-1811753.8,0.49,-0.0
0.86,-1812266.51,0.49,-0.0
0.19,-1813246.62,0.49,-0.0
0.24,-1813316.85,0.49,-0.0
0.98,-1813355.07,0.49,-0.0
0.49,-1815868.84,0.49,-0.01
0.08,-1816070.51,0.49,-0.0
0.78,-1817004.03,0.49,0.01
0.55,-1817367.53,0.49,-0.01
0.95,-1819622.26,0.49,0.01
0.62,-1819762.12,0.49,-0.01
0.33,-1821315.68,0.49,0.0
0.84,-1821452.6,0.49,0.01
0.05,-1821630.88,0.49,-0.0
0.88,-1821736.19,0.49,-0.0
0.38,-1822059.27,0.49,0.0
0.63,-1822437.57,0.49,0.0
0.98,-1823020.08,0.49,-0.0
0.57,-1824099.91,0.49,-0.01
0.79,-1824275.63,0.49,0.01
0.94,-1824314.68,0.49,0.01
0.67,-1824673.57,0.49,-0.0
0.94,-1825370.25,0.49,0.01
0.8,-1827397.79,0.49,-0.0
0.2,-1827901.12,0.49,-0.0
0.57,-1828640.13,0.49,-0.01
0.87,-1829217.23,0.49,0.01
0.49,-1829916.74,0.49,-0.01
0.57,-1829944.78,0.49,-0.01
0.85,-1831037.18,0.49,-0.0
0.85,-1832455.83,0.49,0.01
0.51,-1832754.85,0.49,-0.01
0.96,-1834480.71,0.49,-0.0
0.12,-1837807.84,0.49,-0.0
0.11,-1838862.96,0.49,-0.0
0.12,-1839503.71,0.49,-0.0
0.89,-1840687.0,0.49,-0.0
0.32,-1841049.75,0.49,0.0
0.42,-1841284.48,0.49,0.0
0.95,-1842700.65,0.49,0.01
0.09,-1843008.06,0.49,-0.0
0.49,-1844258.95,0.49,-0.01
0.95,-1844510.12,0.49,0.01
0.35,-1845186.98,0.49,0.0
0.52,-1845563.61,0.49,-0.01
0.83,-1846496.29,0.49,0.01
0.42,-1847307.4,0.49,-0.01
0.64,-1849178.13,0.49,-0.01
0.85,-1849491.5,0.49,0.01
0.19,-1850062.48,0.49,-0.0
0.79,-1851159.61,0.49,-0.0
0.35,-1851510.58,0.49,0.0
0.58,-1851897.92,0.49,0.0
0.39,-1853138.63,0.49,0.0
0.32,-1853832.3,0.49,0.0
0.42,-1854038.85,0.49,0.0
0.99,-1854067.41,0.49,-0.0
0.65,-1854317.09,0.49,0.0
0.56,-1854391.52,0.49,-0.01
0.81,-1854699.82,0.49,-0.0
0.53,-1854845.43,0.49,0.0
0.21,-1855690.75,0.49,-0.0
0.56,-1855875.53,0.49,0.0
0.55,-1856072.52,0.49,0.0
0.88,-1857131.5,0.49,-0.0
0.8,-1858444.86,0.49,-0.0
0.58,-1859022.27,0.49,0.0
0.5,-1859165.94,0.49,-0.01
0.55,-1859367.6,0.49,0.0
0.78,-1863032.03,0.49,-0.0
0.78,-1863431.75,0.49,0.01
0.9,-1864251.94,0.49,-0.0
0.88,-1868228.25,0.49,-0.0
0.89,-1869262.68,0.49,0.01
0.04,-1869992.11,0.49,-0.0
0.99,-1871046.36,0.49,0.01
0.67,-1871732.76,0.49,0.01
0.28,-1872640.81,0.49,0.0
0.15,-1872706.46,0.49,-0.0
0.46,-1872931.96,0.49,-0.01
0.57,-1873074.77,0.49,-0.01
0.71,-1874247.19,0.49,-0.0
0.41,-1875404.34,0.49,-0.01
0.22,-1875843.94,0.49,-0.0
0.51,-1876671.07,0.49,-0.01
0.58,-1878645.5,0.49,-0.01
0.89,-1878911.78,0.49,0.01
0.92,-1878918.55,0.49,-0.0
0.43,-1879099.3,0.49,-0.01
0.17,-1880594.06,0.49,-0.0
0.28,-1883896.54,0.49,0.0
0.33,-1884817.64,0.49,0.0
0.35,-1884850.38,0.49,0.0
0.56,-1885178.54,0.49,0.0
0.55,-1885374.19,0.49,-0.01
0.9,-1887381.21,0.49,0.01
0.72,-1888050.89,0.49,0.01
0.94,-1889893.23,0.49,0.01
0.71,-1890495.14,0.49,-0.0
0.62,-1890553.21,0.49,-0.01
0.82,-1891292.38,0.49,-0.0
0.72,-1892581.09,0.49,0.01
0.28,-1892716.59,0.49,0.0
0.09,-1894431.24,0.49,-0.0
0.37,-1894577.77,0.49,0.0
0.62,-1895298.59,0.49,-0.01
0.35,-1896896.14,0.49,0.0
0.82,-1897116.81,0.49,0.01
0.61,-1897651.06,0.49,-0.01
0.94,-1898032.63,0.49,0.01
0.99,-1899810.24,0.49,0.01
0.38,-1900364.95,0.49,0.0
0.73,-1900608.63,0.49,-0.0
0.25,-1904237.77,0.49,-0.0
1.0,-1904708.63,0.49,-0.0
0.08,-1905563.11,0.49,-0.0
0.45,-1911381.97,0.49,-0.01
0.4,-1911919.4,0.49,0.0
0.62,-1912819.27,0.49,0.0
0.47,-1912832.66,0.49,0.0
0.87,-1913432.87,0.49,0.01
0.34,-1914306.21,0.49,0.0
0.5,-1914449.77,0.49,-0.01
0.85,-1915210.17,0.49,-0.0
0.9,-1917120.73,0.49,-0.0
0.57,-1917199.6,0.49,0.0
0.43,-1918417.46,0.49,0.0
0.45,-1918825.53,0.49,0.0
0.97,-1919048.55,0.49,-0.0
0.99,-1919390.45,0.49,0.01
0.87,-1921786.25,0.49,-0.0
0.97,-1921892.65,0.49,0.01
0.55,-1922036.39,0.49,-0.01
0.37,-1922677.15,0.49,0.0
0.69,-1924254.19,0.49,-0.0
0.5,-1925102.67,0.49,-0.01
0.81,-1926948.05,0.49,0.01
0.97,-1929040.99,0.49,0.01
0.88,-1929259.66,0.49,0.01
0.34,-1933401.81,0.49,0.0
0.1,-1934745.55,0.49,-0.0
0.98,-1936428.27,0.49,-0.0
0.75,-1937392.94,0.49,0.01
0.52,-1938008.38,0.49,-0.01
0.77,-1939820.87,0.49,0.01
0.86,-1940960.92,0.49,0.01
0.03,-1941126.89,0.49,-0.0
0.47,-1941137.85,0.49,0.0
0.04,-1941833.45,0.49,-0.0
0.59,-1945392.56,0.49,0.0
0.17,-1946031.97,0.49,-0.0
0.36,-1946430.96,0.49,0.0
0.86,-1946450.22,0.49,0.01
0.43,-1946510.13,0.49,0.0
0.17,-1947131.73,0.49,-0.0
0.47,-1949084.13,0.49,0.0
0.95,-1949205.35,0.49,0.01
0.34,-1949931.59,0.49,0.0
0.47,-1950045.71,0.49,0.0
0.55,-1952871.58,0.49,-0.01
1.0,-1952925.0,0.49,-0.0
0.22,-1953593.13,0.49,-0.0
0.88,-1954009.76,0.49,0.01
0.11,-1954942.34,0.49,-0.0
0.51,-1955587.02,0.49,-0.01
0.75,-1956290.56,0.49,-0.0
0.87,-1956407.43,0.49,-0.0
0.93,-1961232.44,0.49,-0.0
0.13,-1962723.63,0.49,-0.0
0.62,-1963233.13,0.49,-0.01
0.64,-1963856.4,0.49,0.01
0.77,-1965043.45,0.49,-0.0
0.45,-1968238.68,0.49,-0.01
0.5,-1969556.72,0.49,0.0
0.88,-1970193.62,0.49,-0.0
0.62,-1970425.15,0.49,0.0
0.8,-1971141.25,0.49,-0.0
0.68,-1975239.48,0.49,0.01
0.71,-1975951.69,0.49,-0.0
0.44,-1976384.15,0.49,0.0
0.31,-1978915.17,0.49,0.0
0.84,-1979309.5,0.49,-0.0
0.76,-1980813.27,0.49,0.01
0.69,-1980919.2,0.49,0.01
0.95,-1981371.96,0.49,-0.0
0.6,-1981970.73,0.49,0.0
0.87,-1984121.64,0.49,-0.0
0.73,-1984239.5,0.49,0.01
0.29,-1984267.29,0.49,0.0
0.35,-1984891.73,0.49,0.0
0.15,-1985978.63,0.49,-0.0
0.73,-1987211.02,0.49,0.01
0.64,-1989634.43,0.49,-0.01
0.8,-1990605.81,0.49,-0.0
0.2,-1990818.25,0.49,-0.0
0.88,-1991608.14,0.49,-0.0
0.27,-1992087.83,0.49,0.0
0.44,-1993843.23,0.49,-0.01
0.96,-1994050.53,0.49,0.01
0.33,-1994686.81,0.49,0.0
0.72,-1995099.5,0.49,-0.0
0.37,-1995517.72,0.49,0.0
0.18,-1997394.78,0.49,-0.0
0.42,-1998220.23,0.49,-0.01
0.05,-2003514.13,0.49,-0.0
0.44,-2003594.81,0.49,0.0
0.28,-2005182.31,0.49,0.0
0.59,-2007325.58,0.49,-0.01
0.02,-2007523.06,0.49,-0.0
0.84,-2007626.74,0.49,-0.0
1.0,-2008446.72,0.49,-0.0
0.46,-2008623.53,0.49,0.0
0.95,-2009207.4,0.49,-0.0
0.41,-2010066.84,0.49,-0.01
0.13,-2010300.55,0.49,-0.0
0.89,-2011154.91,0.49,-0.0
0.43,-2011439.89,0.49,0.0
0.41,-2012595.2,0.49,-0.01
0.02,-2017004.66,0.49,-0.0
0.78,-2017948.54,0.49,-0.0
0.01,-2019131.18,0.49,-0.0
0.9,-2021577.74,0.49,-0.0
0.63,-2022795.43,0.49,-0.01
0.81,-2023467.73,0.49,-0.0
0.18,-2024899.08,0.49,-0.0
0.23,-2025313.54,0.49,-0.0
0.4,-2025564.69,0.49,0.0
0.17,-2026476.62,0.49,-0.0
0.69,-2026775.71,0.49,-0.0
0.45,-2026989.0,0.49,-0.01
0.2,-2027026.6,0.49,-0.0
0.74,-2027670.65,0.49,-0.0
0.79,-2030030.16,0.49,-0.0
0.13,-2031845.96,0.49,-0.0
0.37,-2032802.74,0.49,0.0
0.5,-2033209.71,0.49,-0.01
0.32,-2035318.68,0.49,0.0
0.02,-2039432.88,0.49,-0.0
0.95,-2040256.55,0.49,-0.0
0.15,-2040289.61,0.49,-0.0
0.94,-2040506.6,0.49,-0.0
0.98,-2041332.98,0.49,-0.0
0.77,-2042234.09,0.49,-0.0
0.54,-2044707.13,0.49,0.0
0.65,-2044865.79,0.49,-0.01
0.3,-2045537.16,0.49,0.0
0.09,-2046261.23,0.49,-0.0
0.51,-2046329.52,0.49,-0.01
0.16,-2048611.44,0.49,-0.0
0.04,-2049024.5,0.49,-0.0
0.42,-2049636.52,0.49,-0.01
0.62,-2050702.04,0.49,0.01
0.6,-2052599.05,0.49,-0.01
1.0,-2058007.47,0.49,0.01
0.22,-2058583.51,0.49,-0.0
0.29,-2059770.38,0.49,0.0
0.28,-2060077.22,0.49,0.0
0.82,-2061388.32,0.49,0.01
0.66,-2063133.95,0.49,0.01
0.8,-2063236.0,0.49,0.01
0.44,-2063676.07,0.49,0.0
0.46,-2063759.35,0.49,-0.01
0.72,-2064117.37,0.49,0.01
0.99,-2066133.51,0.49,-0.0
0.81,-2066224.11,0.49,-0.0
0.95,-2066485.13,0.49,0.01
0.77,-2066680.56,0.49,0.01
0.51,-2066698.9,0.49,0.0
0.74,-2067397.25,0.49,0.01
0.81,-2068854.7,0.49,0.01
0.03,-2069257.71,0.49,-0.0
0.73,-2069966.6,0.49,-0.0
0.55,-2070255.57,0.49,0.0
0.7,-2070919.85,0.49,0.01
0.65,-2071210.56,0.49,0.01
0.21,-2072936.33,0.49,-0.0
0.82,-2073279.18,0.49,0.01
0.97,-2074109.67,0.49,-0.0
0.18,-2075149.19,0.49,-0.0
0.65,-2077155.03,0.49,0.01
0.65,-2077614.33,0.49,-0.01
0.63,-2077934.45,0.49,0.01
0.43,-2079594.68,0.49,-0.01
0.5,-2081529.5,0.49,-0.01
0.2,-2082005.25,0.49,-0.0
0.52,-2084320.44,0.49,0.0
0.18,-2084360.22,0.49,-0.0
0.73,-2085228.15,0.49,0.01
0.84,-2085522.65,0.49,0.01
0.95,-2085679.67,0.49,0.01
0.09,-2086353.49,0.49,-0.0
0.9,-2086495.88,0.49,-0.0
0.01,-2086552.1,0.49,-0.0
0.27,-2088095.07,0.49,0.0
0.54,-2088153.97,0.49,-0.01
0.2,-2088418.67,0.49,-0.0
0.17,-2089549.32,0.49,-0.0
0.28,-2089795.42,0.49,0.0
0.9,-2091617.74,0.49,-0.0
0.65,-2093188.13,0.49,0.01
0.23,-2094013.72,0.49,-0.0
0.03,-2095543.61,0.49,-0.0
0.89,-2096779.83,0.49,-0.0
0.57,-2097986.23,0.49,-0.01
0.12,-2098131.73,0.49,-0.0
1.0,-2100186.77,0.49,-0.0
0.59,-2100529.27,0.49,-0.01
0.84,-2100837.94,0.49,-0.0
0.1,-2101315.0,0.49,-0.0
0.14,-2102828.04,0.49,-0.0
0.21,-2102830.66,0.49,-0.0
0.27,-2107619.12,0.49,0.0
0.46,-2107677.27,0.49,0.0
0.24,-2107839.25,0.49,0.0
0.96,-2108230.32,0.49,0.01
0.9,-2108604.9,0.49,-0.0
0.8,-2108708.28,0.49,-0.0
0.91,-2109686.8,0.49,0.01
0.04,-2110180.0,0.49,-0.0
0.83,-2111863.32,0.49,0.01
0.63,-2112276.0,0.49,0.01
0.05,-2113994.36,0.49,-0.0
0.45,-2114568.81,0.49,-0.01
0.61,-2115095.92,0.49,0.01
0.36,-2116708.27,0.49,0.0
0.76,-2116810.65,0.49,-0.0
0.74,-2118443.78,0.49,-0.0
0.49,-2121831.06,0.49,-0.01
0.74,-2122090.57,0.49,-0.0
0.81,-2123895.27,0.49,-0.0
0.48,-2123935.67,0.49,0.0
0.94,-2124342.88,0.49,0.01
0.75,-2125010.34,0.49,0.01
0.07,-2126204.15,0.49,-0.0
0.2,-2126914.41,0.49,-0.0
0.67,-2128322.51,0.49,-0.01
0.68,-2129978.85,0.49,-0.01
0.76,-2130023.59,0.49,0.01
0.14,-2130668.14,0.49,-0.0
0.37,-2132239.29,0.49,0.0
0.45,-2133028.91,0.49,0.0
0.07,-2133757.89,0.49,-0.0
0.31,-2135461.19,0.49,0.0
0.99,-2135532.38,0.49,0.01
0.99,-2135621.51,0.49,0.01
0.37,-2137481.94,0.49,0.0
0.96,-2139168.19,0.49,0.01
0.34,-2141789.34,0.49,0.0
0.67,-2141810.42,0.49,-0.01
0.85,-2141903.67,0.49,-0.0
0.89,-2142524.29,0.49,-0.0
0.93,-2142842.36,0.49,0.01
0.71,-2143186.96,0.49,0.01
0.86,-2145692.98,0.49,0.01
0.6,-2145906.93,0.49,0.01
0.26,-2145925.26,0.49,0.0
0.43,-2146901.86,0.49,0.0
0.8,-2147157.47,0.49,-0.0
0.59,-2147783.28,0.49,-0.01
0.69,-2148904.15,0.49,0.01
0.75,-2149128.15,0.49,-0.0
0.37,-2149929.93,0.49,0.0
0.3,-2150449.76,0.49,0.0
0.18,-2151635.11,0.49,-0.0
0.98,-2153220.32,0.49,0.01
0.98,-2154117.26,0.49,0.01
0.47,-2155284.83,0.49,0.0
0.71,-2156831.9,0.49,-0.0
0.97,-2158586.81,0.49,-0.0
0.24,-2162555.12,0.49,0.0
0.95,-2163100.55,0.49,0.01
0.27,-2163663.81,0.49,0.0
0.61,-2163689.45,0.49,0.01
0.59,-2164484.75,0.49,0.0
