Snow ratio,Log likelihood,Error std,H2 lapse rate
0.15,-1799965.45,3.04,-0.03
0.76,-1800732.8,3.04,0.03
0.5,-1801368.12,3.04,-0.04
0.89,-1801513.99,3.04,0.01
0.39,-1801533.56,3.04,0.0
0.13,-1801869.04,3.04,-0.04
0.15,-1802454.13,3.04,-0.06
0.3,-1802559.01,3.04,-0.01
0.16,-1802644.47,3.04,-0.06
0.93,-1802810.05,3.04,0.02
0.2,-1803211.11,3.04,-0.06
0.9,-1803535.42,3.04,0.03
0.21,-1803544.52,3.04,-0.02
0.11,-1803853.9,3.04,-0.05
0.68,-1804050.5,3.04,-0.02
0.75,-1804464.96,3.04,-0.01
0.13,-1804508.4,3.04,-0.05
0.89,-1805036.66,3.04,0.03
0.75,-1805315.95,3.04,-0.01
0.33,-1806648.46,3.04,-0.01
0.88,-1808171.88,3.04,0.03
0.73,-1808438.67,3.04,0.03
0.1,-1809337.23,3.04,-0.05
0.87,-1811074.6,3.04,0.0
0.79,-1811127.67,3.04,-0.01
0.57,-1811353.6,3.04,-0.03
0.79,-1811576.75,3.04,-0.01
0.11,-1811692.93,3.04,-0.04
0.6,-1811843.95,3.04,-0.03
0.93,-1812041.08,3.04,0.02
0.86,-1812980.79,3.04,0.0
0.23,-1813759.77,3.04,-0.06
0.71,-1813827.5,3.04,0.03
0.19,-1813934.14,3.04,-0.06
0.44,-1813961.11,3.04,-0.04
0.1,-1814791.43,3.04,-0.05
0.48,-1815460.18,3.04,0.01
0.73,-1815564.93,3.04,0.03
0.22,-1818504.8,3.04,-0.02
0.1,-1818873.53,3.04,-0.05
0.71,-1819082.82,3.04,0.03
0.82,-1819194.91,3.04,-0.01
0.81,-1819197.84,3.04,0.03
0.47,-1819206.37,3.04,-0.04
0.86,-1819404.87,3.04,0.03
0.88,-1820184.66,3.04,0.03
0.13,-1820515.48,3.04,-0.04
0.43,-1820649.93,3.04,-0.04
0.16,-1821149.33,3.04,-0.03
0.92,-1823746.74,3.04,0.02
0.15,-1823853.18,3.04,-0.06
0.19,-1824280.48,3.04,-0.03
0.13,-1824908.97,3.04,-0.04
0.27,-1825634.35,3.04,-0.06
0.1,-1827592.07,3.04,-0.05
0.11,-1827743.56,3.04,-0.04
0.11,-1828466.93,3.04,-0.04
0.18,-1830057.63,3.04,-0.03
0.1,-1830216.54,3.04,-0.05
0.44,-1832363.31,3.04,0.01
0.15,-1833047.81,3.04,-0.03
0.92,-1833296.28,3.04,0.01
0.43,-1833462.77,3.04,0.0
0.15,-1833521.0,3.04,-0.03
0.61,-1833579.27,3.04,-0.03
0.13,-1833766.87,3.04,-0.06
0.11,-1834068.18,3.04,-0.04
0.13,-1835231.8,3.04,-0.04
0.87,-1835990.61,3.04,0.03
0.9,-1837471.45,3.04,0.01
0.22,-1837914.69,3.04,-0.02
0.75,-1837928.13,3.04,-0.01
0.18,-1838470.67,3.04,-0.06
0.3,-1838921.41,3.04,-0.01
0.2,-1839303.68,3.04,-0.06
0.52,-1839511.0,3.04,0.01
0.9,-1839943.74,3.04,0.03
0.94,-1840103.49,3.04,0.02
0.47,-1840340.27,3.04,-0.04
0.17,-1840460.64,3.04,-0.06
0.73,-1840944.33,3.04,-0.02
0.13,-1841660.19,3.04,-0.06
0.1,-1841876.75,3.04,-0.05
0.54,-1841959.29,3.04,-0.04
0.94,-1843189.86,3.04,0.02
0.12,-1843248.22,3.04,-0.04
0.23,-1843489.35,3.04,-0.06
0.93,-1843733.3,3.04,0.02
0.93,-1844845.06,3.04,0.03
0.46,-1845074.15,3.04,-0.04
0.17,-1846639.61,3.04,-0.06
0.92,-1847393.32,3.04,0.01
0.24,-1847728.41,3.04,-0.02
0.62,-1847757.55,3.04,0.02
0.92,-1848042.02,3.04,0.01
0.51,-1848060.2,3.04,-0.04
0.18,-1848947.75,3.04,-0.03
0.82,-1849061.54,3.04,-0.0
0.11,-1849308.77,3.04,-0.06
0.33,-1849351.54,3.04,-0.01
0.19,-1849498.07,3.04,-0.03
0.44,-1850540.65,3.04,0.01
0.09,-1850590.04,3.04,-0.05
0.88,-1851099.13,3.04,0.0
0.91,-1851172.33,3.04,0.03
0.56,-1851860.78,3.04,-0.03
0.09,-1852601.41,3.04,-0.05
0.88,-1852713.16,3.04,0.03
0.82,-1852798.75,3.04,0.03
0.2,-1855095.79,3.04,-0.02
0.69,-1856193.73,3.04,-0.02
0.09,-1857068.41,3.04,-0.05
0.74,-1857884.49,3.04,-0.02
0.24,-1858351.4,3.04,-0.06
0.16,-1858724.53,3.04,-0.03
0.61,-1859449.89,3.04,0.02
0.91,-1859477.51,3.04,0.01
0.14,-1859547.05,3.04,-0.03
0.56,-1859558.57,3.04,0.02
0.85,-1860258.15,3.04,-0.0
0.93,-1860707.04,3.04,0.02
0.62,-1860993.36,3.04,-0.03
0.94,-1862877.46,3.04,0.03
0.24,-1863179.39,3.04,-0.06
0.12,-1863781.64,3.04,-0.04
0.75,-1864485.68,3.04,0.03
0.73,-1865991.84,3.04,-0.02
0.15,-1866026.58,3.04,-0.03
0.42,-1867149.29,3.04,-0.05
0.15,-1867693.43,3.04,-0.03
0.94,-1868286.96,3.04,0.02
0.69,-1868324.98,3.04,-0.02
0.19,-1868447.83,3.04,-0.03
0.94,-1868898.63,3.04,0.03
0.33,-1868930.72,3.04,-0.01
0.36,-1869370.9,3.04,-0.05
0.94,-1869988.05,3.04,0.03
0.25,-1871275.54,3.04,-0.06
0.81,-1872883.18,3.04,0.03
0.2,-1873072.3,3.04,-0.02
0.35,-1875140.9,3.04,-0.0
0.52,-1875223.24,3.04,0.01
0.94,-1876567.97,3.04,0.02
0.46,-1876632.25,3.04,0.01
0.92,-1876814.01,3.04,0.01
0.6,-1877760.0,3.04,0.02
0.4,-1878020.55,3.04,0.0
0.94,-1878062.46,3.04,0.02
0.94,-1878931.85,3.04,0.02
0.1,-1879938.85,3.04,-0.04
0.84,-1880259.74,3.04,0.03
0.56,-1880556.39,3.04,0.02
0.54,-1880820.17,3.04,-0.04
0.65,-1881967.64,3.04,-0.03
0.47,-1883377.53,3.04,0.01
0.93,-1884508.39,3.04,0.01
0.95,-1884640.49,3.04,0.02
0.59,-1885171.12,3.04,0.02
0.19,-1885497.86,3.04,-0.03
0.94,-1886053.08,3.04,0.03
0.65,-1886404.46,3.04,-0.03
0.33,-1886516.45,3.04,-0.01
0.29,-1888646.42,3.04,-0.06
0.92,-1888890.05,3.04,0.01
0.38,-1889319.14,3.04,0.0
0.21,-1890924.44,3.04,-0.02
0.84,-1891428.75,3.04,-0.0
0.24,-1892660.19,3.04,-0.06
0.93,-1892855.48,3.04,0.03
0.89,-1893434.85,3.04,0.03
0.66,-1893845.31,3.04,-0.03
0.52,-1894208.35,3.04,0.01
0.08,-1896264.55,3.04,-0.05
0.35,-1897541.39,3.04,-0.05
0.09,-1898277.01,3.04,-0.06
0.83,-1898775.98,3.04,0.03
0.11,-1899022.87,3.04,-0.04
0.31,-1899467.69,3.04,-0.05
0.64,-1900248.8,3.04,0.02
0.11,-1900374.07,3.04,-0.04
0.92,-1901277.6,3.04,0.03
0.58,-1902978.94,3.04,0.02
0.08,-1903524.87,3.04,-0.05
0.21,-1903578.78,3.04,-0.02
0.4,-1904123.94,3.04,0.0
0.5,-1904499.32,3.04,-0.04
0.51,-1904694.34,3.04,-0.04
0.95,-1905539.74,3.04,0.02
0.93,-1905587.59,3.04,0.03
0.95,-1906690.05,3.04,0.02
0.65,-1906809.1,3.04,0.03
0.32,-1907340.42,3.04,-0.05
0.24,-1907500.82,3.04,-0.06
0.73,-1908744.47,3.04,-0.02
0.32,-1909048.66,3.04,-0.01
0.63,-1909490.39,3.04,-0.03
0.89,-1910866.83,3.04,0.0
0.79,-1912301.93,3.04,0.03
0.39,-1914469.9,3.04,0.0
0.87,-1914697.7,3.04,0.03
0.27,-1915219.22,3.04,-0.01
0.47,-1916309.92,3.04,-0.04
0.79,-1917104.56,3.04,0.03
0.22,-1917854.88,3.04,-0.02
0.88,-1917880.57,3.04,0.03
0.56,-1917980.04,3.04,0.02
0.57,-1918117.13,3.04,-0.03
0.51,-1918702.36,3.04,0.01
0.13,-1919288.31,3.04,-0.03
0.32,-1919418.99,3.04,-0.05
0.94,-1919498.45,3.04,0.03
0.94,-1920332.44,3.04,0.03
0.66,-1920662.61,3.04,-0.03
0.94,-1922954.25,3.04,0.03
0.26,-1923209.87,3.04,-0.06
0.77,-1923699.39,3.04,0.03
0.32,-1924447.2,3.04,-0.05
0.38,-1926484.79,3.04,-0.05
0.93,-1928962.37,3.04,0.03
0.08,-1929875.71,3.04,-0.05
0.47,-1929927.49,3.04,0.01
0.15,-1930906.18,3.04,-0.03
0.44,-1931272.47,3.04,-0.05
0.65,-1931637.54,3.04,-0.03
0.79,-1933039.93,3.04,0.03
0.86,-1933301.94,3.04,-0.0
0.62,-1933686.12,3.04,-0.03
0.91,-1933766.41,3.04,0.01
0.14,-1934554.26,3.04,-0.03
0.79,-1935550.73,3.04,0.03
0.75,-1935706.71,3.04,-0.02
0.23,-1938029.6,3.04,-0.02
0.38,-1938204.1,3.04,0.0
0.32,-1939624.2,3.04,-0.01
0.85,-1939663.36,3.04,0.03
0.86,-1940417.14,3.04,0.03
0.86,-1940443.93,3.04,-0.0
0.87,-1941444.41,3.04,0.03
0.41,-1941599.91,3.04,0.0
0.95,-1942574.38,3.04,0.02
0.38,-1944815.55,3.04,0.0
0.88,-1945075.61,3.04,0.0
0.83,-1945749.52,3.04,0.03
0.38,-1947712.08,3.04,0.0
0.85,-1947788.01,3.04,-0.0
0.52,-1947839.82,3.04,-0.04
0.85,-1948773.83,3.04,-0.0
0.09,-1949332.52,3.04,-0.04
0.62,-1952324.94,3.04,-0.03
0.08,-1952487.89,3.04,-0.05
0.07,-1952915.3,3.04,-0.05
0.89,-1953986.98,3.04,0.03
0.28,-1955031.37,3.04,-0.01
0.52,-1955287.12,3.04,-0.04
0.83,-1956067.2,3.04,-0.01
0.87,-1957074.62,3.04,0.03
0.77,-1957907.19,3.04,0.03
0.84,-1958737.19,3.04,0.03
0.19,-1960261.46,3.04,-0.02
0.1,-1960373.47,3.04,-0.04
0.58,-1961992.65,3.04,-0.03
0.61,-1962582.7,3.04,-0.03
0.26,-1965853.35,3.04,-0.06
0.92,-1966100.21,3.04,0.03
0.58,-1966564.06,3.04,0.02
0.57,-1967635.9,3.04,-0.04
0.19,-1967944.68,3.04,-0.02
0.46,-1968677.29,3.04,0.01
0.73,-1968869.25,3.04,-0.02
0.08,-1968972.18,3.04,-0.04
0.96,-1969986.82,3.04,0.02
0.58,-1971399.32,3.04,-0.03
0.48,-1971591.23,3.04,0.01
0.45,-1973110.6,3.04,-0.05
0.83,-1973607.27,3.04,0.03
0.06,-1974915.57,3.04,-0.05
0.9,-1974979.09,3.04,0.01
0.57,-1975384.22,3.04,0.02
0.26,-1975830.6,3.04,-0.01
0.07,-1976151.16,3.04,-0.05
0.93,-1976803.46,3.04,0.03
0.19,-1977304.02,3.04,-0.02
0.12,-1977389.49,3.04,-0.03
0.49,-1977654.97,3.04,-0.04
0.36,-1977806.83,3.04,-0.05
0.16,-1979499.78,3.04,-0.03
0.67,-1979526.66,3.04,0.03
0.88,-1979918.01,3.04,0.04
0.32,-1979982.83,3.04,-0.01
0.69,-1980065.1,3.04,0.03
0.06,-1980364.81,3.04,-0.05
0.1,-1980821.06,3.04,-0.04
0.07,-1981321.2,3.04,-0.05
0.42,-1981629.55,3.04,-0.05
0.43,-1981717.23,3.04,0.01
0.81,-1983784.57,3.04,0.03
0.62,-1984289.36,3.04,0.02
0.79,-1984925.13,3.04,-0.01
0.54,-1986263.94,3.04,0.02
0.95,-1986352.41,3.04,0.01
0.06,-1986479.24,3.04,-0.05
0.74,-1986697.86,3.04,0.03
0.27,-1988915.78,3.04,-0.06
0.54,-1991669.55,3.04,-0.04
0.77,-1991675.32,3.04,0.03
0.07,-1992354.51,3.04,-0.06
0.29,-1993348.63,3.04,-0.01
0.63,-1993822.02,3.04,-0.03
0.91,-1993921.47,3.04,0.01
0.3,-1994532.22,3.04,-0.01
0.23,-1994868.33,3.04,-0.02
0.5,-1996746.98,3.04,-0.04
0.13,-1997109.92,3.04,-0.03
0.07,-1997308.22,3.04,-0.05
0.84,-1997589.24,3.04,0.04
0.37,-1998381.98,3.04,-0.05
0.94,-1998719.92,3.04,0.03
0.69,-1998996.37,3.04,0.03
0.17,-2001642.52,3.04,-0.02
0.06,-2002459.32,3.04,-0.05
0.21,-2002979.92,3.04,-0.02
0.38,-2004556.89,3.04,0.0
0.4,-2004615.43,3.04,-0.05
0.76,-2004764.36,3.04,0.03
0.75,-2004775.43,3.04,0.03
0.97,-2004863.16,3.04,0.03
0.32,-2004896.61,3.04,-0.0
0.93,-2005742.48,3.04,0.01
0.78,-2006192.88,3.04,-0.01
0.16,-2006954.78,3.04,-0.03
0.42,-2007431.95,3.04,-0.05
0.83,-2009839.44,3.04,0.04
0.95,-2010062.44,3.04,0.03
0.92,-2010832.45,3.04,0.01
0.4,-2011013.93,3.04,-0.05
0.76,-2011294.73,3.04,-0.02
0.45,-2011914.43,3.04,0.01
0.85,-2012578.66,3.04,-0.0
0.72,-2014117.64,3.04,-0.02
0.06,-2014586.01,3.04,-0.05
0.92,-2014618.78,3.04,0.01
0.06,-2015662.88,3.04,-0.05
0.95,-2015859.77,3.04,0.01
0.91,-2016341.81,3.04,0.01
0.67,-2016364.5,3.04,0.03
0.95,-2017325.87,3.04,0.03
0.97,-2019398.07,3.04,0.03
0.88,-2019405.19,3.04,0.04
0.33,-2020105.09,3.04,-0.06
0.96,-2021306.78,3.04,0.03
0.92,-2021509.0,3.04,0.04
0.65,-2022104.33,3.04,0.03
0.83,-2022412.95,3.04,0.04
0.6,-2023461.88,3.04,0.02
0.78,-2023822.29,3.04,-0.01
0.93,-2024572.54,3.04,0.01
0.61,-2025515.83,3.04,-0.03
0.88,-2027097.66,3.04,-0.0
0.76,-2027819.25,3.04,0.03
0.67,-2028114.4,3.04,-0.03
0.94,-2029825.8,3.04,0.01
0.37,-2030444.82,3.04,-0.05
0.42,-2030686.43,3.04,0.01
0.11,-2031322.8,3.04,-0.03
0.92,-2031661.99,3.04,0.01
0.87,-2031802.72,3.04,0.04
0.38,-2031948.12,3.04,-0.05
0.78,-2032277.69,3.04,0.03
0.82,-2032718.72,3.04,-0.01
0.08,-2032788.88,3.04,-0.04
0.81,-2033669.98,3.04,-0.01
0.33,-2033806.11,3.04,-0.0
0.18,-2033819.39,3.04,-0.02
0.41,-2034595.83,3.04,0.01
0.5,-2035822.5,3.04,-0.04
0.47,-2036474.02,3.04,-0.05
0.97,-2037770.74,3.04,0.03
0.78,-2038003.63,3.04,0.03
0.4,-2038018.06,3.04,0.0
0.97,-2039195.71,3.04,0.02
0.05,-2039335.32,3.04,-0.05
0.98,-2040392.99,3.04,0.02
0.19,-2042859.75,3.04,-0.02
0.91,-2043780.18,3.04,0.04
0.11,-2044479.48,3.04,-0.03
0.63,-2044998.82,3.04,0.03
0.98,-2046440.92,3.04,0.03
0.5,-2049031.24,3.04,-0.04
0.67,-2049595.17,3.04,-0.03
0.74,-2049741.39,3.04,-0.02
0.25,-2051472.33,3.04,-0.01
0.89,-2051655.75,3.04,0.0
0.62,-2052680.98,3.04,-0.03
0.78,-2054101.37,3.04,0.03
0.29,-2054637.05,3.04,-0.01
0.51,-2055148.28,3.04,0.02
0.1,-2055965.0,3.04,-0.04
0.34,-2056481.4,3.04,-0.0
0.96,-2056520.04,3.04,0.03
0.88,-2056684.22,3.04,-0.0
0.05,-2056750.4,3.04,-0.05
0.35,-2058237.05,3.04,-0.0
0.66,-2058660.56,3.04,-0.03
0.05,-2060448.04,3.04,-0.05
0.71,-2060993.3,3.04,0.03
0.45,-2061044.44,3.04,0.01
0.93,-2062199.74,3.04,0.01
0.97,-2062302.94,3.04,0.02
0.29,-2062695.08,3.04,-0.01
0.3,-2064030.05,3.04,-0.01
0.55,-2064274.41,3.04,0.02
0.19,-2065829.46,3.04,-0.02
0.06,-2066059.96,3.04,-0.05
0.32,-2066182.28,3.04,-0.06
0.04,-2066908.75,3.04,-0.05
0.7,-2067969.1,3.04,0.03
0.05,-2068174.17,3.04,-0.05
0.43,-2068207.08,3.04,0.01
0.48,-2068470.17,3.04,-0.04
0.77,-2068702.65,3.04,0.03
0.76,-2069133.28,3.04,-0.02
0.05,-2069254.15,3.04,-0.05
0.63,-2069580.4,3.04,-0.03
0.33,-2069817.52,3.04,-0.0
0.8,-2070280.73,3.04,0.04
0.09,-2070769.11,3.04,-0.04
0.68,-2073377.28,3.04,0.03
0.98,-2074467.38,3.04,0.02
0.93,-2075140.59,3.04,0.04
0.72,-2075897.56,3.04,-0.02
0.42,-2076384.81,3.04,-0.05
0.11,-2076831.91,3.04,-0.03
0.92,-2076949.32,3.04,0.01
0.84,-2077849.34,3.04,-0.01
0.84,-2078168.61,3.04,0.04
0.98,-2080117.24,3.04,0.03
0.04,-2080554.85,3.04,-0.06
0.98,-2083164.53,3.04,0.03
0.44,-2084139.99,3.04,0.01
0.35,-2084409.44,3.04,-0.05
0.36,-2084654.13,3.04,-0.05
0.81,-2084676.49,3.04,-0.01
0.98,-2086718.86,3.04,0.03
0.92,-2086725.55,3.04,0.04
0.8,-2086941.11,3.04,-0.01
0.32,-2087074.25,3.04,-0.06
0.78,-2088397.12,3.04,0.04
0.89,-2089769.3,3.04,0.0
0.16,-2089898.7,3.04,-0.02
0.3,-2090335.73,3.04,-0.06
0.7,-2091108.86,3.04,0.03
0.92,-2091154.87,3.04,0.01
0.97,-2091618.97,3.04,0.03
0.98,-2093106.2,3.04,0.02
0.37,-2093678.84,3.04,0.0
0.9,-2094680.05,3.04,0.04
0.89,-2095363.47,3.04,-0.0
0.88,-2095493.19,3.04,0.04
0.82,-2096098.2,3.04,0.04
0.64,-2096146.1,3.04,-0.03
0.43,-2096685.35,3.04,0.01
0.07,-2097783.52,3.04,-0.04
0.99,-2100389.59,3.04,0.03
0.05,-2101083.82,3.04,-0.05
0.99,-2101847.8,3.04,0.03
0.31,-2102754.59,3.04,-0.06
0.21,-2102885.16,3.04,-0.02
0.18,-2103367.43,3.04,-0.02
0.39,-2106538.81,3.04,-0.05
0.53,-2107254.94,3.04,0.02
0.71,-2108805.14,3.04,0.03
0.86,-2109885.59,3.04,-0.0
0.41,-2110979.63,3.04,-0.05
0.18,-2111572.57,3.04,-0.02
0.98,-2111861.52,3.04,0.02
0.88,-2112014.27,3.04,0.04
0.95,-2112212.76,3.04,0.01
0.03,-2113240.0,3.04,-0.05
0.33,-2114262.09,3.04,-0.0
0.53,-2114269.67,3.04,0.02
0.18,-2114388.76,3.04,-0.02
0.62,-2114958.84,3.04,0.03
0.4,-2116678.28,3.04,0.01
0.4,-2116934.6,3.04,0.01
0.89,-2116980.08,3.04,-0.0
0.82,-2117246.62,3.04,0.04
0.93,-2118724.65,3.04,0.01
0.96,-2119562.62,3.04,0.01
0.9,-2119843.15,3.04,0.04
0.66,-2120163.13,3.04,0.03
0.98,-2120433.72,3.04,0.02
0.53,-2120443.58,3.04,0.02
0.42,-2120502.32,3.04,-0.05
0.64,-2123562.52,3.04,0.03
0.43,-2123614.3,3.04,0.01
0.76,-2123830.43,3.04,-0.02
0.5,-2124111.58,3.04,0.02
0.24,-2124642.58,3.04,-0.01
0.38,-2124938.71,3.04,0.0
0.52,-2125743.15,3.04,0.02
0.72,-2126028.01,3.04,0.03
0.57,-2127537.03,3.04,0.02
0.03,-2127537.98,3.04,-0.05
0.99,-2128497.18,3.04,0.02
0.71,-2128772.45,3.04,0.03
0.89,-2129716.65,3.04,0.04
0.12,-2129852.1,3.04,-0.03
0.35,-2131039.12,3.04,-0.06
0.91,-2131452.39,3.04,0.04
0.2,-2131909.03,3.04,-0.02
0.98,-2132935.7,3.04,0.03
0.97,-2133196.29,3.04,0.01
0.18,-2133302.52,3.04,-0.02
0.99,-2136910.68,3.04,0.02
0.6,-2137221.57,3.04,-0.03
0.14,-2138453.24,3.04,-0.03
0.52,-2140832.01,3.04,0.02
0.35,-2141666.15,3.04,0.0
0.98,-2141886.03,3.04,0.03
0.55,-2141988.81,3.04,-0.04
0.64,-2142236.19,3.04,-0.03
0.76,-2142281.49,3.04,-0.02
0.34,-2142313.54,3.04,-0.0
0.45,-2142329.66,3.04,0.01
0.81,-2142364.36,3.04,0.04
0.48,-2142502.37,3.04,-0.05
0.46,-2143874.1,3.04,-0.05
0.98,-2143884.72,3.04,0.03
0.84,-2145826.01,3.04,0.04
0.66,-2146373.49,3.04,-0.03
0.17,-2147404.57,3.04,-0.02
0.7,-2148263.67,3.04,0.03
0.21,-2149182.71,3.04,-0.02
0.97,-2149639.22,3.04,0.03
0.58,-2149756.17,3.04,0.02
0.55,-2150837.16,3.04,0.02
0.35,-2152402.63,3.04,-0.06
0.09,-2152482.8,3.04,-0.03
0.99,-2156679.3,3.04,0.02
0.72,-2157995.79,3.04,-0.02
0.06,-2158408.75,3.04,-0.04
0.73,-2158497.32,3.04,0.03
0.65,-2158840.47,3.04,0.03
0.76,-2160435.42,3.04,0.04
1.0,-2160846.32,3.04,0.02
0.11,-2161597.37,3.04,-0.03
0.08,-2162023.06,3.04,-0.04
0.45,-2162273.94,3.04,0.01
0.03,-2164745.3,3.04,-0.06
0.96,-2165356.06,3.04,0.01
0.97,-2166521.48,3.04,0.01
0.42,-2166873.67,3.04,-0.05
0.87,-2167014.51,3.04,-0.0
0.31,-2168246.44,3.04,-0.0
0.69,-2169195.95,3.04,-0.03
0.43,-2169589.1,3.04,0.01
0.95,-2170943.91,3.04,0.01
0.81,-2171134.62,3.04,0.04
0.89,-2171516.14,3.04,-0.0
0.56,-2172108.56,3.04,-0.04
0.94,-2173380.43,3.04,0.01
0.96,-2174507.08,3.04,0.04
0.92,-2174760.84,3.04,0.04
0.88,-2175215.43,3.04,-0.0
1.0,-2176857.36,3.04,0.02
0.97,-2176865.27,3.04,0.01
0.71,-2178418.12,3.04,-0.02
0.56,-2178509.38,3.04,-0.04
0.37,-2179421.16,3.04,-0.05
0.53,-2179583.35,3.04,-0.04
0.04,-2179646.09,3.04,-0.05
1.0,-2179762.5,3.04,0.03
0.57,-2182095.47,3.04,-0.04
0.56,-2182174.76,3.04,0.02
0.12,-2186643.13,3.04,-0.03
0.93,-2189054.39,3.04,0.04
0.96,-2190970.84,3.04,0.04
0.18,-2191228.68,3.04,-0.02
0.81,-2192068.06,3.04,-0.01
0.75,-2192872.85,3.04,-0.02
0.64,-2193651.63,3.04,-0.03
0.22,-2195633.68,3.04,-0.01
0.77,-2196092.63,3.04,-0.02
0.02,-2196136.17,3.04,-0.05
0.51,-2196548.94,3.04,-0.04
0.65,-2196592.31,3.04,0.03
0.97,-2196734.75,3.04,0.01
0.45,-2196840.47,3.04,-0.05
0.02,-2196847.4,3.04,-0.05
0.69,-2197805.7,3.04,0.03
0.16,-2199678.47,3.04,-0.02
0.76,-2199708.4,3.04,0.04
0.02,-2200070.99,3.04,-0.05
0.05,-2201691.22,3.04,-0.04
0.97,-2201780.45,3.04,0.01
0.87,-2202023.68,3.04,-0.0
0.56,-2203840.82,3.04,0.02
0.54,-2204922.79,3.04,0.02
1.0,-2204976.65,3.04,0.02
0.71,-2205432.67,3.04,0.03
0.04,-2205474.57,3.04,-0.05
0.51,-2206964.07,3.04,-0.04
0.86,-2208551.63,3.04,-0.01
0.69,-2208830.98,3.04,-0.03
0.98,-2208875.64,3.04,0.03
0.11,-2208954.43,3.04,-0.03
0.99,-2209085.96,3.04,0.03
0.35,-2209839.87,3.04,0.0
0.63,-2209989.61,3.04,-0.03
0.77,-2211607.49,3.04,0.04
0.51,-2213472.28,3.04,-0.04
0.11,-2213957.34,3.04,-0.03
0.02,-2214316.63,3.04,-0.05
0.71,-2214449.48,3.04,0.03
0.04,-2215450.05,3.04,-0.04
0.35,-2216731.36,3.04,0.0
0.73,-2216965.02,3.04,0.03
0.44,-2217757.3,3.04,0.01
0.01,-2218151.43,3.04,-0.05
0.39,-2218360.74,3.04,-0.05
0.62,-2218657.12,3.04,0.03
0.73,-2219273.74,3.04,-0.02
0.61,-2219553.8,3.04,-0.03
0.62,-2219695.88,3.04,0.03
0.03,-2219764.91,3.04,-0.05
0.37,-2220401.81,3.04,-0.05
0.49,-2220945.4,3.04,0.02
0.78,-2221582.64,3.04,-0.02
0.14,-2222138.27,3.04,-0.03
0.45,-2222813.41,3.04,0.01
0.79,-2223063.48,3.04,-0.02
0.81,-2224860.9,3.04,0.04
0.87,-2225903.08,3.04,0.04
0.07,-2226664.99,3.04,-0.04
0.46,-2229192.26,3.04,-0.05
0.42,-2229273.86,3.04,0.01
0.03,-2229357.36,3.04,-0.05
0.22,-2230004.63,3.04,-0.01
0.67,-2231877.33,3.04,-0.03
0.8,-2232315.42,3.04,0.04
0.04,-2232805.93,3.04,-0.04
0.55,-2234044.68,3.04,-0.04
0.87,-2234129.84,3.04,-0.01
0.98,-2237443.76,3.04,0.04
0.53,-2237747.46,3.04,0.02
0.65,-2238550.86,3.04,-0.03
0.48,-2239802.97,3.04,0.02
0.99,-2239819.17,3.04,0.02
0.65,-2240107.36,3.04,0.03
0.96,-2240414.07,3.04,0.01
0.39,-2240774.99,3.04,0.01
0.06,-2241341.17,3.04,-0.04
0.96,-2242075.76,3.04,0.01
0.85,-2245141.49,3.04,0.04
0.77,-2245484.96,3.04,0.04
0.58,-2245913.12,3.04,-0.04
0.75,-2246662.0,3.04,0.04
0.3,-2247876.66,3.04,-0.0
0.87,-2247920.41,3.04,0.04
0.62,-2249004.61,3.04,-0.03
0.86,-2249519.11,3.04,0.04
0.02,-2250344.02,3.04,-0.05
0.79,-2251320.94,3.04,0.04
0.73,-2254332.65,3.04,-0.02
0.54,-2254734.36,3.04,0.02
0.77,-2254969.87,3.04,-0.02
0.87,-2255640.94,3.04,0.04
0.56,-2255995.63,3.04,0.02
0.45,-2256508.31,3.04,-0.05
0.04,-2256805.89,3.04,-0.04
0.39,-2257073.04,3.04,-0.05
0.13,-2257701.52,3.04,-0.03
0.82,-2258335.03,3.04,0.04
0.89,-2258926.43,3.04,-0.0
0.96,-2259311.2,3.04,0.01
0.49,-2259901.89,3.04,-0.05
0.91,-2260997.51,3.04,0.04
0.34,-2261133.75,3.04,0.0
0.95,-2261795.24,3.04,0.01
0.95,-2262010.32,3.04,0.01
0.03,-2263918.92,3.04,-0.05
0.02,-2264991.88,3.04,-0.05
0.39,-2266165.95,3.04,-0.05
0.35,-2266182.16,3.04,0.0
0.42,-2267169.17,3.04,-0.05
0.98,-2267250.67,3.04,0.04
0.91,-2267479.54,3.04,0.04
0.62,-2268445.0,3.04,0.03
0.96,-2268651.85,3.04,0.01
0.41,-2268886.72,3.04,-0.05
0.48,-2269408.02,3.04,0.02
0.63,-2270113.42,3.04,-0.03
0.51,-2271229.15,3.04,0.02
0.47,-2271542.95,3.04,-0.05
0.41,-2271912.94,3.04,0.01
0.66,-2272084.55,3.04,0.03
0.68,-2273000.18,3.04,0.03
0.31,-2274757.21,3.04,-0.0
0.01,-2275078.15,3.04,-0.05
0.59,-2275127.72,3.04,-0.04
0.74,-2275462.11,3.04,-0.02
0.21,-2275571.91,3.04,-0.01
0.0,-2276082.29,3.04,-0.06
0.01,-2279459.85,3.04,-0.05
0.56,-2280039.28,3.04,-0.04
0.12,-2280571.89,3.04,-0.03
0.04,-2280578.36,3.04,-0.04
0.13,-2284604.57,3.04,-0.03
0.97,-2285123.95,3.04,0.04
0.93,-2285686.21,3.04,0.0
0.95,-2285775.54,3.04,0.01
0.88,-2286192.45,3.04,0.04
0.13,-2287201.34,3.04,-0.03
0.82,-2287252.17,3.04,-0.01
0.99,-2288066.61,3.04,0.04
