Snow ratio,Log likelihood,Error std,H2 lapse rate
0.04,-4386339.71,3.04,-0.01
0.61,-4388933.94,3.04,-0.06
0.19,-4396396.7,3.04,0.01
0.43,-4397517.64,3.04,0.03
0.75,-4397852.59,3.04,-0.04
0.73,-4398150.08,3.04,0.06
0.75,-4400861.75,3.04,0.06
0.2,-4402631.86,3.04,0.01
0.75,-4403556.49,3.04,-0.04
0.61,-4404295.47,3.04,-0.05
0.34,-4405608.59,3.04,0.02
0.16,-4406644.01,3.04,0.0
0.61,-4408872.77,3.04,-0.06
0.74,-4409791.72,3.04,-0.04
0.43,-4416535.52,3.04,0.03
0.28,-4416835.3,3.04,0.02
0.23,-4417540.4,3.04,0.01
0.73,-4423265.42,3.04,-0.04
0.64,-4425911.75,3.04,-0.05
0.03,-4427545.77,3.04,-0.01
0.63,-4429992.89,3.04,0.05
0.18,-4432880.83,3.04,0.0
0.73,-4433006.04,3.04,-0.04
0.65,-4435470.72,3.04,-0.05
0.21,-4436413.76,3.04,0.01
0.13,-4436949.46,3.04,-0.0
0.59,-4438426.42,3.04,0.05
0.32,-4442110.74,3.04,0.02
0.8,-4445973.84,3.04,-0.04
0.79,-4449569.53,3.04,-0.04
0.36,-4451206.63,3.04,0.02
0.61,-4452011.25,3.04,0.05
0.07,-4453316.01,3.04,-0.01
0.79,-4457104.38,3.04,-0.04
0.47,-4463467.05,3.04,0.04
0.04,-4463653.82,3.04,-0.01
0.14,-4471826.19,3.04,0.0
0.93,-4472082.33,3.04,-0.02
0.64,-4474418.97,3.04,0.05
0.4,-4475962.28,3.04,0.03
0.18,-4477559.77,3.04,0.01
0.67,-4478752.58,3.04,0.05
0.24,-4479739.15,3.04,0.01
0.17,-4480853.97,3.04,0.0
0.89,-4484295.81,3.04,-0.03
0.61,-4487027.34,3.04,0.05
0.57,-4487744.42,3.04,0.05
0.71,-4490917.47,3.04,0.06
0.98,-4491563.99,3.04,-0.02
0.49,-4493662.02,3.04,0.04
0.42,-4494628.03,3.04,0.03
0.47,-4497360.05,3.04,0.04
0.69,-4501391.21,3.04,-0.05
0.25,-4502626.31,3.04,0.01
0.38,-4507802.41,3.04,0.03
0.45,-4513187.77,3.04,0.03
0.98,-4514459.09,3.04,-0.02
0.71,-4516578.83,3.04,-0.05
0.77,-4522567.36,3.04,-0.04
0.34,-4523574.4,3.04,0.02
0.72,-4534123.08,3.04,0.06
0.43,-4535171.83,3.04,0.03
0.13,-4540497.79,3.04,0.0
0.58,-4542954.24,3.04,0.05
0.6,-4543545.24,3.04,-0.06
0.17,-4544631.08,3.04,0.0
0.11,-4547303.67,3.04,-0.0
0.47,-4556448.27,3.04,0.04
0.6,-4559521.92,3.04,0.05
0.01,-4559896.78,3.04,-0.01
0.33,-4564439.03,3.04,0.02
0.16,-4565509.82,3.04,0.0
0.75,-4570725.72,3.04,-0.04
0.64,-4571895.69,3.04,0.05
0.82,-4574926.35,3.04,-0.04
0.23,-4583764.71,3.04,0.01
0.12,-4588812.99,3.04,-0.0
0.61,-4590734.53,3.04,-0.06
0.63,-4603815.64,3.04,-0.06
0.63,-4604022.36,3.04,-0.05
0.1,-4605408.78,3.04,-0.0
0.53,-4607259.91,3.04,0.04
0.41,-4607863.65,3.04,0.03
0.34,-4608678.71,3.04,0.02
0.62,-4613111.68,3.04,0.05
0.63,-4616044.27,3.04,0.05
0.32,-4616393.96,3.04,0.02
0.31,-4619646.46,3.04,0.02
0.98,-4621188.96,3.04,-0.02
0.35,-4622749.15,3.04,0.03
0.46,-4624196.58,3.04,0.04
0.62,-4628125.48,3.04,0.05
0.29,-4628166.25,3.04,0.02
0.46,-4629231.68,3.04,0.04
0.66,-4632902.66,3.04,0.05
0.11,-4635711.69,3.04,-0.0
0.29,-4638614.59,3.04,0.02
0.76,-4639008.21,3.04,-0.04
0.15,-4639783.13,3.04,0.0
0.87,-4643011.84,3.04,-0.03
0.65,-4643888.82,3.04,-0.05
0.67,-4645706.72,3.04,0.05
0.99,-4646752.57,3.04,-0.02
0.62,-4648155.61,3.04,0.05
0.29,-4649515.85,3.04,0.02
0.59,-4654867.27,3.04,0.05
0.6,-4660873.3,3.04,-0.06
0.63,-4673119.25,3.04,0.05
0.51,-4674458.41,3.04,0.04
0.04,-4677275.59,3.04,-0.01
0.39,-4685346.68,3.04,0.03
0.61,-4685353.2,3.04,-0.06
0.55,-4687520.76,3.04,0.04
0.42,-4688388.91,3.04,0.03
0.38,-4691820.25,3.04,0.03
0.77,-4692726.0,3.04,-0.04
0.63,-4693589.61,3.04,0.05
0.37,-4698445.42,3.04,0.03
0.23,-4710445.45,3.04,0.01
0.25,-4710505.54,3.04,0.02
0.06,-4716230.36,3.04,-0.01
0.84,-4716323.05,3.04,-0.03
0.52,-4716613.77,3.04,0.04
0.79,-4716909.57,3.04,-0.04
0.17,-4718875.65,3.04,0.01
0.27,-4725007.82,3.04,0.02
0.25,-4731556.69,3.04,0.02
0.03,-4741272.88,3.04,-0.01
0.82,-4742648.32,3.04,-0.04
0.53,-4743530.61,3.04,0.04
0.67,-4743591.31,3.04,-0.05
0.61,-4743855.36,3.04,0.05
0.02,-4747337.85,3.04,-0.01
0.04,-4754574.43,3.04,-0.01
0.15,-4756225.54,3.04,0.0
0.28,-4757394.67,3.04,0.02
0.28,-4771060.32,3.04,0.02
0.75,-4771408.97,3.04,-0.04
0.7,-4778994.97,3.04,-0.05
0.65,-4779484.56,3.04,-0.05
0.53,-4781401.24,3.04,0.04
0.74,-4781448.32,3.04,-0.05
0.86,-4781932.08,3.04,-0.03
0.13,-4788105.64,3.04,0.0
0.19,-4789528.39,3.04,0.01
0.8,-4794278.65,3.04,-0.04
0.7,-4795337.3,3.04,0.06
0.14,-4795339.92,3.04,0.0
0.62,-4798688.16,3.04,0.05
0.91,-4802504.93,3.04,-0.03
0.9,-4804489.3,3.04,-0.03
0.45,-4808603.39,3.04,0.04
0.0,-4810694.91,3.04,-0.01
0.52,-4816293.21,3.04,0.04
0.48,-4821178.85,3.04,0.04
0.7,-4822817.5,3.04,0.06
0.33,-4831562.36,3.04,0.02
0.11,-4833421.3,3.04,-0.0
0.98,-4836219.5,3.04,-0.02
0.79,-4838010.86,3.04,-0.04
0.02,-4840463.17,3.04,-0.01
0.4,-4850113.37,3.04,0.03
0.72,-4854706.37,3.04,-0.05
0.02,-4859056.24,3.04,-0.01
0.64,-4859999.23,3.04,-0.06
0.79,-4867128.98,3.04,-0.04
0.55,-4868274.28,3.04,0.05
0.71,-4879445.42,3.04,-0.05
0.14,-4880794.78,3.04,0.0
0.73,-4889976.76,3.04,-0.05
0.43,-4893605.4,3.04,0.03
0.02,-4897746.73,3.04,-0.01
0.74,-4908830.02,3.04,-0.05
0.99,-4915842.28,3.04,-0.02
0.68,-4916221.31,3.04,0.06
0.65,-4916443.8,3.04,0.05
0.5,-4921434.65,3.04,0.04
0.03,-4925675.23,3.04,-0.01
0.67,-4935825.58,3.04,0.06
0.97,-4939883.09,3.04,-0.02
0.58,-4945173.59,3.04,0.05
0.34,-4949821.76,3.04,0.03
0.67,-4950735.66,3.04,0.06
0.63,-4965209.61,3.04,0.05
0.6,-4976443.42,3.04,0.05
0.53,-4979424.58,3.04,0.04
0.03,-4983609.27,3.04,-0.01
0.26,-4987393.37,3.04,0.02
0.72,-4990958.94,3.04,-0.05
0.52,-4993923.59,3.04,0.04
0.6,-4995194.78,3.04,0.05
0.99,-5000945.57,3.04,-0.02
0.66,-5001791.91,3.04,0.06
0.51,-5004491.49,3.04,0.04
0.0,-5007197.84,3.04,-0.01
0.53,-5012869.25,3.04,0.05
0.02,-5016097.78,3.04,-0.01
0.72,-5018021.99,3.04,-0.05
0.91,-5019816.42,3.04,-0.03
0.35,-5020885.36,3.04,0.03
0.4,-5024410.8,3.04,0.03
0.87,-5027834.38,3.04,-0.03
0.73,-5035097.16,3.04,-0.05
0.39,-5035509.85,3.04,0.03
0.23,-5040928.65,3.04,0.02
0.51,-5043237.59,3.04,0.04
0.93,-5044738.03,3.04,-0.03
0.45,-5046391.17,3.04,0.04
0.24,-5048370.03,3.04,0.02
0.75,-5052956.78,3.04,-0.05
0.65,-5059675.47,3.04,-0.06
0.9,-5061539.24,3.04,-0.03
0.3,-5061653.22,3.04,0.02
0.68,-5069085.9,3.04,0.06
0.18,-5069835.84,3.04,0.01
0.05,-5079407.27,3.04,-0.0
0.95,-5087181.67,3.04,-0.02
0.89,-5088053.12,3.04,-0.03
0.02,-5090036.76,3.04,-0.01
0.98,-5091810.84,3.04,-0.02
0.64,-5092677.24,3.04,-0.06
0.46,-5092969.01,3.04,0.04
0.37,-5098867.97,3.04,0.03
0.79,-5100327.94,3.04,-0.04
0.58,-5106934.42,3.04,0.05
0.41,-5111391.42,3.04,0.04
0.41,-5113787.74,3.04,0.03
0.98,-5115054.95,3.04,-0.02
0.6,-5123146.43,3.04,0.05
0.2,-5123722.84,3.04,0.01
0.15,-5127996.22,3.04,0.01
0.07,-5128644.77,3.04,-0.0
0.2,-5129030.62,3.04,0.01
0.43,-5131051.44,3.04,0.04
0.68,-5141368.87,3.04,-0.05
0.56,-5151347.3,3.04,0.05
0.09,-5157793.89,3.04,-0.0
0.46,-5158257.53,3.04,0.04
0.76,-5160818.33,3.04,-0.05
0.9,-5163395.37,3.04,-0.03
0.66,-5164613.24,3.04,-0.06
0.7,-5180123.65,3.04,-0.05
0.93,-5182310.1,3.04,-0.03
0.68,-5182963.92,3.04,-0.05
0.82,-5191042.65,3.04,-0.04
0.09,-5192476.34,3.04,0.0
0.91,-5195025.26,3.04,-0.03
0.8,-5200850.67,3.04,-0.04
0.66,-5204045.29,3.04,-0.06
0.97,-5207102.95,3.04,-0.02
0.22,-5207134.13,3.04,0.02
0.09,-5207998.97,3.04,0.0
0.9,-5208246.37,3.04,-0.03
0.66,-5216058.47,3.04,0.06
0.03,-5217120.07,3.04,-0.01
0.39,-5228557.05,3.04,0.03
0.23,-5230976.65,3.04,0.02
0.15,-5231013.85,3.04,0.01
0.96,-5233114.42,3.04,-0.02
0.73,-5236207.78,3.04,-0.05
0.59,-5238343.9,3.04,0.05
0.67,-5242491.67,3.04,0.06
0.2,-5243892.32,3.04,0.01
0.62,-5244327.12,3.04,0.05
0.1,-5248849.65,3.04,0.0
0.43,-5248892.84,3.04,0.04
0.32,-5249917.94,3.04,0.03
0.59,-5252053.85,3.04,0.05
0.81,-5258490.77,3.04,-0.04
0.46,-5259551.93,3.04,0.04
0.67,-5264057.37,3.04,-0.06
0.67,-5270819.75,3.04,-0.06
0.45,-5275281.86,3.04,0.04
0.65,-5283676.17,3.04,0.06
0.86,-5285643.13,3.04,-0.04
0.57,-5294590.95,3.04,0.05
0.88,-5298552.26,3.04,-0.03
0.29,-5302316.63,3.04,0.02
0.64,-5303137.39,3.04,0.06
0.57,-5305397.55,3.04,0.05
0.4,-5305729.06,3.04,0.04
0.84,-5308126.9,3.04,-0.04
0.32,-5308646.02,3.04,0.03
0.31,-5311182.99,3.04,0.03
0.56,-5311739.09,3.04,0.05
0.87,-5323249.75,3.04,-0.04
0.85,-5323436.99,3.04,-0.04
0.42,-5323492.28,3.04,0.04
0.6,-5327959.59,3.04,0.05
0.04,-5336499.13,3.04,-0.0
0.3,-5339459.36,3.04,0.02
0.67,-5340036.83,3.04,-0.06
0.54,-5341846.21,3.04,0.05
0.68,-5343507.17,3.04,-0.06
0.77,-5348494.93,3.04,-0.05
0.78,-5349079.72,3.04,-0.04
0.31,-5351570.86,3.04,0.03
0.54,-5355799.57,3.04,0.05
0.12,-5369859.25,3.04,0.01
0.52,-5371034.86,3.04,0.05
0.48,-5371755.89,3.04,0.04
0.28,-5373964.28,3.04,0.02
0.53,-5375285.3,3.04,0.05
0.16,-5376345.56,3.04,0.01
0.06,-5378783.12,3.04,-0.0
0.31,-5382908.16,3.04,0.03
0.24,-5386461.77,3.04,0.02
0.78,-5386616.71,3.04,-0.05
0.64,-5388046.16,3.04,0.06
0.24,-5388652.59,3.04,0.02
0.19,-5394771.17,3.04,0.01
0.49,-5397466.06,3.04,0.04
0.39,-5400241.63,3.04,0.04
0.56,-5400683.58,3.04,0.05
0.06,-5400737.14,3.04,-0.0
0.78,-5401859.76,3.04,-0.05
0.73,-5404286.79,3.04,-0.05
0.73,-5406900.45,3.04,-0.05
0.96,-5407138.73,3.04,-0.03
0.26,-5413312.52,3.04,0.02
0.62,-5424290.08,3.04,0.06
0.86,-5424883.34,3.04,-0.04
0.09,-5425871.45,3.04,0.0
0.54,-5429769.26,3.04,0.05
0.77,-5429964.16,3.04,-0.05
0.35,-5432489.34,3.04,0.03
0.27,-5438545.99,3.04,0.02
0.85,-5446254.26,3.04,-0.04
0.65,-5456471.4,3.04,0.06
0.41,-5458203.45,3.04,0.04
0.62,-5460499.4,3.04,0.06
0.95,-5466212.3,3.04,-0.03
0.57,-5469110.48,3.04,0.05
0.24,-5470903.48,3.04,0.02
0.5,-5471502.59,3.04,0.05
0.41,-5472307.75,3.04,0.04
0.45,-5474412.03,3.04,0.04
0.12,-5474986.61,3.04,0.01
0.49,-5483541.96,3.04,0.05
0.02,-5483687.5,3.04,-0.01
0.92,-5488146.53,3.04,-0.03
0.84,-5489664.42,3.04,-0.04
0.35,-5490958.56,3.04,0.03
0.37,-5501718.95,3.04,0.03
0.44,-5502651.29,3.04,0.04
0.34,-5507695.95,3.04,0.03
0.31,-5512077.96,3.04,0.03
0.03,-5518647.62,3.04,-0.0
0.55,-5519114.34,3.04,0.05
0.14,-5522001.47,3.04,0.01
0.9,-5524489.67,3.04,-0.03
0.45,-5531404.48,3.04,0.04
0.68,-5534315.39,3.04,-0.06
0.6,-5537757.54,3.04,0.05
0.44,-5542083.75,3.04,0.04
0.18,-5544527.64,3.04,0.01
0.18,-5546975.7,3.04,0.01
0.07,-5547580.47,3.04,0.0
0.08,-5554157.82,3.04,0.0
0.13,-5555102.73,3.04,0.01
0.39,-5563822.11,3.04,0.04
0.19,-5567600.43,3.04,0.01
0.09,-5567921.79,3.04,0.0
0.63,-5573414.55,3.04,0.06
0.71,-5574900.84,3.04,-0.05
0.24,-5577905.6,3.04,0.02
0.41,-5579193.55,3.04,0.04
0.75,-5579194.02,3.04,-0.05
0.71,-5581270.86,3.04,-0.05
0.56,-5589555.24,3.04,0.05
0.28,-5602848.01,3.04,0.02
0.98,-5603584.71,3.04,-0.03
0.33,-5609522.14,3.04,0.03
0.84,-5609776.18,3.04,-0.04
0.15,-5612536.81,3.04,0.01
0.46,-5617277.93,3.04,0.04
0.25,-5617641.7,3.04,0.02
0.28,-5618442.3,3.04,0.03
0.11,-5620255.55,3.04,0.01
0.3,-5620919.39,3.04,0.03
0.42,-5623116.71,3.04,0.04
0.15,-5625791.8,3.04,0.01
0.68,-5628010.03,3.04,-0.06
0.9,-5628122.04,3.04,-0.03
0.13,-5632902.89,3.04,0.01
0.53,-5633123.46,3.04,0.05
0.19,-5635316.34,3.04,0.02
0.38,-5636500.06,3.04,0.04
0.28,-5638230.64,3.04,0.02
0.38,-5639112.86,3.04,0.04
0.49,-5648686.64,3.04,0.05
0.03,-5654823.0,3.04,-0.0
0.46,-5655542.16,3.04,0.04
0.26,-5656171.72,3.04,0.02
0.28,-5664549.09,3.04,0.02
0.95,-5664747.95,3.04,-0.03
0.98,-5665546.5,3.04,-0.03
0.01,-5666147.82,3.04,-0.01
0.63,-5668589.79,3.04,0.06
0.49,-5669343.87,3.04,0.05
0.68,-5671526.18,3.04,-0.06
0.01,-5672550.9,3.04,-0.01
0.8,-5678711.11,3.04,-0.04
0.16,-5684824.24,3.04,0.01
0.33,-5685250.62,3.04,0.03
0.07,-5687972.26,3.04,0.0
0.23,-5692191.42,3.04,0.02
0.83,-5693683.82,3.04,-0.04
0.33,-5694941.08,3.04,0.03
0.57,-5697966.41,3.04,0.05
0.84,-5700633.74,3.04,-0.04
0.96,-5700913.52,3.04,-0.03
0.87,-5701439.58,3.04,-0.04
0.52,-5702191.99,3.04,0.05
0.23,-5702985.31,3.04,0.02
0.09,-5708258.72,3.04,0.0
0.08,-5710501.58,3.04,0.0
0.4,-5710801.32,3.04,0.04
0.7,-5712314.4,3.04,-0.06
0.88,-5713710.69,3.04,-0.04
0.02,-5728665.1,3.04,-0.0
0.92,-5732294.78,3.04,-0.03
0.33,-5734397.43,3.04,0.03
0.03,-5742629.61,3.04,-0.0
0.77,-5746074.7,3.04,-0.05
0.27,-5748679.74,3.04,0.02
0.2,-5750207.86,3.04,0.02
0.43,-5755249.47,3.04,0.04
0.73,-5757972.21,3.04,-0.05
0.34,-5769755.68,3.04,0.03
0.8,-5770228.06,3.04,-0.05
0.73,-5772963.45,3.04,-0.05
0.78,-5776293.8,3.04,-0.05
0.08,-5779939.88,3.04,0.0
0.91,-5779947.59,3.04,-0.03
0.87,-5780138.42,3.04,-0.04
0.43,-5781173.39,3.04,0.04
0.04,-5782340.23,3.04,-0.0
0.11,-5785425.95,3.04,0.01
0.06,-5785507.75,3.04,0.0
0.61,-5787249.63,3.04,0.06
0.47,-5789441.11,3.04,0.04
0.03,-5805762.33,3.04,-0.0
0.69,-5810340.02,3.04,-0.06
0.32,-5810744.61,3.04,0.03
0.06,-5812467.28,3.04,0.0
0.98,-5814353.48,3.04,-0.03
0.71,-5814547.12,3.04,-0.06
0.33,-5820387.72,3.04,0.03
0.41,-5821739.16,3.04,0.04
0.15,-5830101.21,3.04,0.01
0.37,-5834876.15,3.04,0.04
0.94,-5840728.9,3.04,-0.03
0.55,-5841783.86,3.04,0.05
0.82,-5842745.04,3.04,-0.04
0.41,-5844152.0,3.04,0.04
0.7,-5845289.06,3.04,-0.06
0.29,-5856691.21,3.04,0.03
0.97,-5861588.54,3.04,-0.03
0.8,-5865306.73,3.04,-0.05
0.82,-5872495.99,3.04,-0.04
0.77,-5886430.18,3.04,-0.05
0.93,-5892817.71,3.04,-0.03
0.01,-5893911.34,3.04,-0.0
0.16,-5898394.01,3.04,0.01
0.11,-5900047.31,3.04,0.01
0.46,-5911831.04,3.04,0.04
0.26,-5914038.84,3.04,0.02
0.47,-5917466.74,3.04,0.05
0.57,-5918134.96,3.04,0.05
0.12,-5918856.97,3.04,0.01
0.34,-5924966.86,3.04,0.03
0.03,-5926766.86,3.04,-0.0
0.33,-5929761.93,3.04,0.03
0.46,-5932715.96,3.04,0.04
0.61,-5938431.58,3.04,0.06
0.04,-5938930.65,3.04,0.0
0.75,-5945227.04,3.04,-0.05
0.77,-5947337.5,3.04,-0.05
0.13,-5953532.59,3.04,0.01
0.84,-5955508.49,3.04,-0.04
0.3,-5955530.28,3.04,0.03
0.55,-5959821.32,3.04,0.05
0.27,-5960588.04,3.04,0.03
0.74,-5964678.61,3.04,-0.05
0.36,-5964996.73,3.04,0.04
0.98,-5966430.66,3.04,-0.03
0.73,-5967816.13,3.04,-0.05
0.57,-5980496.86,3.04,0.06
0.69,-5981736.15,3.04,-0.06
0.99,-5984469.78,3.04,-0.03
0.22,-5986396.83,3.04,0.02
0.39,-5986487.05,3.04,0.04
0.15,-5989414.01,3.04,0.01
0.26,-5997356.58,3.04,0.02
0.2,-6009291.23,3.04,0.02
0.53,-6009493.7,3.04,0.05
0.46,-6010215.66,3.04,0.05
0.78,-6010360.14,3.04,-0.05
0.59,-6010950.23,3.04,0.06
0.42,-6015687.34,3.04,0.04
0.78,-6017639.65,3.04,-0.05
0.91,-6018805.96,3.04,-0.04
1.0,-6019755.46,3.04,-0.03
0.23,-6019864.29,3.04,0.02
0.29,-6025434.55,3.04,0.03
0.49,-6027484.05,3.04,0.05
0.54,-6029891.99,3.04,0.05
0.14,-6033064.67,3.04,0.01
0.58,-6036824.66,3.04,0.06
0.74,-6037646.69,3.04,-0.05
0.98,-6040448.06,3.04,-0.03
0.06,-6042286.8,3.04,0.0
0.5,-6042873.2,3.04,0.05
0.28,-6044351.08,3.04,0.03
0.39,-6055362.99,3.04,0.04
0.74,-6060569.04,3.04,-0.05
0.26,-6061133.22,3.04,0.03
0.13,-6072933.31,3.04,0.01
0.07,-6074136.36,3.04,0.0
0.02,-6079245.23,3.04,-0.0
0.84,-6080152.17,3.04,-0.04
0.17,-6084120.41,3.04,0.02
0.26,-6088294.25,3.04,0.03
0.19,-6094915.01,3.04,0.02
0.13,-6101222.0,3.04,0.01
0.53,-6101257.31,3.04,0.05
0.5,-6108394.38,3.04,0.05
0.88,-6113619.76,3.04,-0.04
0.35,-6114121.29,3.04,0.04
0.05,-6114435.41,3.04,0.0
0.88,-6121308.33,3.04,-0.04
0.82,-6123302.35,3.04,-0.05
0.54,-6125215.83,3.04,0.05
0.86,-6126700.36,3.04,-0.04
0.94,-6130571.66,3.04,-0.03
0.71,-6132253.88,3.04,-0.06
0.36,-6137503.97,3.04,0.04
0.02,-6144108.63,3.04,-0.0
0.84,-6144478.03,3.04,-0.04
0.36,-6160772.1,3.04,0.04
0.57,-6163269.13,3.04,0.06
0.42,-6177585.12,3.04,0.04
0.92,-6179854.84,3.04,-0.04
0.04,-6189097.61,3.04,0.0
0.28,-6192078.83,3.04,0.03
0.74,-6194296.74,3.04,-0.05
0.88,-6194646.3,3.04,-0.04
0.3,-6197755.75,3.04,0.03
0.87,-6209513.39,3.04,-0.04
0.87,-6213493.54,3.04,-0.04
0.17,-6214444.84,3.04,0.02
0.03,-6215740.77,3.04,0.0
0.55,-6223554.07,3.04,0.05
0.81,-6225837.03,3.04,-0.05
0.06,-6227381.53,3.04,0.0
0.55,-6232306.94,3.04,0.06
0.4,-6236101.59,3.04,0.04
0.02,-6241511.42,3.04,0.0
0.93,-6246357.52,3.04,-0.03
0.58,-6247425.34,3.04,0.06
0.24,-6249631.2,3.04,0.02
0.31,-6249822.1,3.04,0.03
0.04,-6257397.7,3.04,0.0
0.35,-6262480.21,3.04,0.04
0.1,-6262679.97,3.04,0.01
0.17,-6266437.98,3.04,0.02
0.44,-6275669.94,3.04,0.05
0.9,-6281500.71,3.04,-0.04
0.31,-6284951.87,3.04,0.03
0.21,-6287890.74,3.04,0.02
0.89,-6295223.15,3.04,-0.04
0.75,-6305777.05,3.04,-0.05
0.95,-6313793.01,3.04,-0.03
0.88,-6315625.5,3.04,-0.04
0.44,-6316974.88,3.04,0.05
0.99,-6320391.8,3.04,-0.03
0.48,-6322473.38,3.04,0.05
0.53,-6330522.59,3.04,0.05
0.1,-6335444.86,3.04,0.01
0.71,-6336424.22,3.04,-0.06
0.2,-6359172.99,3.04,0.02
0.75,-6366572.38,3.04,-0.06
0.27,-6368268.52,3.04,0.03
0.33,-6373055.08,3.04,0.03
0.87,-6373152.1,3.04,-0.04
0.34,-6373551.36,3.04,0.04
0.33,-6385804.78,3.04,0.03
0.54,-6389002.06,3.04,0.06
0.72,-6389003.73,3.04,-0.06
0.77,-6398906.66,3.04,-0.05
0.91,-6401406.0,3.04,-0.04
0.01,-6418428.42,3.04,-0.0
0.5,-6421342.46,3.04,0.05
0.81,-6427973.75,3.04,-0.05
0.19,-6428264.09,3.04,0.02
0.18,-6429381.41,3.04,0.02
0.46,-6432080.03,3.04,0.05
0.38,-6434173.02,3.04,0.04
0.9,-6437860.17,3.04,-0.04
0.31,-6448258.5,3.04,0.03
0.44,-6455828.62,3.04,0.05
0.8,-6461751.59,3.04,-0.05
0.4,-6466855.08,3.04,0.04
0.98,-6467711.79,3.04,-0.03
0.06,-6468875.44,3.04,0.01
0.27,-6480140.78,3.04,0.03
0.29,-6484452.35,3.04,0.03
0.49,-6485337.75,3.04,0.05
0.35,-6499978.41,3.04,0.04
0.08,-6501587.22,3.04,0.01
0.35,-6509970.45,3.04,0.04
0.23,-6510298.19,3.04,0.03
0.3,-6513704.52,3.04,0.03
0.23,-6516789.41,3.04,0.02
0.38,-6522997.87,3.04,0.04
0.13,-6523851.3,3.04,0.01
0.13,-6532407.39,3.04,0.01
0.32,-6535626.66,3.04,0.04
0.37,-6537730.76,3.04,0.04
0.53,-6541864.46,3.04,0.05
0.82,-6542992.4,3.04,-0.05
0.98,-6545728.39,3.04,-0.03
0.27,-6550968.25,3.04,0.03
0.14,-6558188.25,3.04,0.02
0.07,-6565481.14,3.04,0.01
0.42,-6569310.56,3.04,0.05
0.75,-6584048.57,3.04,-0.06
0.75,-6598009.69,3.04,-0.06
0.8,-6607021.05,3.04,-0.05
0.96,-6610873.83,3.04,-0.03
0.53,-6616588.2,3.04,0.06
0.42,-6619465.81,3.04,0.04
0.23,-6622490.61,3.04,0.03
0.01,-6630651.91,3.04,0.0
0.83,-6637544.59,3.04,-0.05
0.38,-6639909.79,3.04,0.04
0.0,-6642681.35,3.04,0.0
0.96,-6642868.88,3.04,-0.03
0.93,-6652826.3,3.04,-0.04
0.09,-6663618.39,3.04,0.01
0.4,-6666639.38,3.04,0.04
0.99,-6667551.54,3.04,-0.03
0.19,-6673865.28,3.04,0.02
0.23,-6678098.6,3.04,0.03
0.18,-6687578.41,3.04,0.02
0.46,-6690024.27,3.04,0.05
0.43,-6691695.85,3.04,0.05
0.55,-6695764.34,3.04,0.06
0.98,-6699338.96,3.04,-0.03
0.88,-6703745.0,3.04,-0.04
0.14,-6703769.7,3.04,0.02
0.23,-6714838.95,3.04,0.03
0.36,-6720049.46,3.04,0.04
0.36,-6720630.42,3.04,0.04
0.3,-6725582.23,3.04,0.03
0.97,-6726925.98,3.04,-0.03
0.0,-6728215.51,3.04,0.0
0.23,-6734833.76,3.04,0.03
0.74,-6735281.08,3.04,-0.06
0.4,-6738698.38,3.04,0.04
0.27,-6739762.94,3.04,0.03
0.82,-6742437.97,3.04,-0.05
0.89,-6743786.01,3.04,-0.04
0.13,-6744783.59,3.04,0.02
0.46,-6748604.58,3.04,0.05
0.17,-6756300.13,3.04,0.02
0.12,-6761782.52,3.04,0.01
0.46,-6779180.23,3.04,0.05
0.08,-6787889.55,3.04,0.01
0.85,-6793082.41,3.04,-0.05
0.38,-6795210.53,3.04,0.04
0.32,-6795632.86,3.04,0.04
0.8,-6796157.92,3.04,-0.05
0.55,-6796876.54,3.04,0.06
0.76,-6811515.75,3.04,-0.06
0.33,-6812577.92,3.04,0.04
0.21,-6817522.46,3.04,0.03
0.01,-6817677.73,3.04,0.0
0.34,-6818978.23,3.04,0.04
0.27,-6830439.44,3.04,0.03
0.95,-6830806.02,3.04,-0.04
0.77,-6839361.66,3.04,-0.05
0.8,-6842739.19,3.04,-0.05
0.74,-6860252.96,3.04,-0.06
0.22,-6863770.23,3.04,0.03
0.12,-6864555.85,3.04,0.02
0.23,-6865368.32,3.04,0.03
0.37,-6867347.4,3.04,0.04
0.75,-6871213.93,3.04,-0.06
0.54,-6872363.38,3.04,0.06
0.9,-6886111.21,3.04,-0.04
0.37,-6898243.97,3.04,0.04
0.92,-6899008.06,3.04,-0.04
0.42,-6911963.27,3.04,0.05
0.15,-6912216.86,3.04,0.02
0.76,-6916210.91,3.04,-0.06
0.4,-6921911.51,3.04,0.05
0.2,-6929415.2,3.04,0.02
0.22,-6939371.2,3.04,0.03
0.77,-6942019.82,3.04,-0.06
0.04,-6946642.8,3.04,0.01
0.83,-6952070.48,3.04,-0.05
0.22,-6957775.85,3.04,0.03
0.07,-6967576.51,3.04,0.01
0.09,-6969597.69,3.04,0.01
0.04,-6973559.06,3.04,0.01
0.43,-6975098.3,3.04,0.05
0.08,-6981230.43,3.04,0.01
0.21,-6983107.24,3.04,0.03
0.18,-6983578.11,3.04,0.02
0.15,-6991744.87,3.04,0.02
0.15,-6996924.4,3.04,0.02
0.94,-6998393.14,3.04,-0.04
0.37,-6998611.43,3.04,0.04
0.35,-7000842.66,3.04,0.04
0.87,-7007923.09,3.04,-0.05
0.25,-7012135.1,3.04,0.03
0.19,-7013677.6,3.04,0.02
0.14,-7013872.67,3.04,0.02
0.77,-7016127.45,3.04,-0.06
